,name,store_id,category,address,tel,amenity,broadcast,business_hours,menu
125,7번방 강남점,13015562,요리주점,서울 서초구 서초대로77길 43 경원빌딩,0507-1402-3554,"예약, 단체 이용 가능, 포장, 무선 인터넷, 남/녀 화장실 구분",,"매일
15:00 - 09:00","순살치킨&골뱅이
25,900원; 감바스 알 아히요
22,900원; 피쉬앤칩스
20,900원; 토마토해장파스타
22,900원; 오꼬계란말이
23,900원; 슈바인학센
32,900원; 마라로제떡볶이
22,900원; 더블페퍼로니피자
20,900원"
126,더몰트하우스 강남역점,1158647110,이탈리아음식,"서울 서초구 서초대로73길 9 1층, 2층",02-534-5818,"단체 이용 가능, 포장, 남/녀 화장실 구분, 유아의자, 대기공간, 무선 인터넷, 간편결제, 주차",,"토
11:00 - 24:00
23:00 라스트오더; 일
11:00 - 24:00
23:00 라스트오더; 월
11:00 - 24:00
15:30 - 17:00 브레이크타임
23:00 라스트오더; 화
11:00 - 24:00
15:30 - 17:00 브레이크타임
23:00 라스트오더; 수
11:00 - 24:00
15:30 - 17:00 브레이크타임
23:00 라스트오더; 목
11:00 - 24:00
15:30 - 17:00 브레이크타임
23:00 라스트오더; 금
11:00 - 24:00
15:30 - 17:00 브레이크타임
23:00 라스트오더","로메스코 문어 콩피 & 관자 링귀네
로메스코에 저온 조리한 문어와 가리비 관자 구이를 곁들인 조개 육수 오일 파스타
27,000원; 쉬림프 비스크 스파게티니
진한 새우 비스크 소스와 루꼴라를 곁들인 새우향 가득한 오일 파스타
23,000원; 한우안심 스테이크
한우 안심 스테이크와 알리고치즈 감자, 기네스 소스.
78,000원; 페퍼로니 피자
토마토소스와 모짜렐라 치즈 위에 페퍼로니를 가득 올린 완벽한 조합의 피자
21,000원; 베이컨 피칸떼 크림 스파게티니
베이컨과 매운 크림 소스의 까르보나라 파스타
19,000원; 양갈비스테이크
부드러운 양 숄더랙 스테이크와 알리고 치즈 감자
49,000원; 관자 스테이크
단호박 퓨레와 할라피뇨 소스가 어우러진 부드러운 가리비 관자 스테이크
29,000원; 까르보나라 크림 스파게티니
바삭하게 구운 베이컨과 리에종을 곁들인 크림 파스타
19,000원; 알리오올리오
뭉근히 우려낸 마늘 콩피 오일레 새우를 더하여 바게트와 함께 즐기는 오일 파스타
18,000원; 잠봉 뵈르 토마토 링귀네
더몰트하우스 수제잠봉과 프랑스 이즈니 고메 버터의 고소함이 고스란히 느껴지는 토마토파스타
23,000원; 아보카도 명란 크림 몰리카 링귀네
버터에 볶은 명란과 빵가루가 듬뿍 올라간 새우 크림 파스타와 아보카도
24,000원; 잠봉 뵈르 토마토 링귀네
더몰트하우스 수제 잠봉과 프랑스 이즈니 고메 버터의 고소함이 고스란히 느껴지는 파스타
23,000원; 봉골레 스파게티
신선한 모시조개로 맛을 낸 정통 조개 오일 파스타
21,000원; 볼로네제 스파게티니
호주 청정우 100%로 4시간 동안 뭉근히 끓여낸 이탈리아 볼로냐식 라구소스의 파스타
22,000원; 쉬림프 할라피뇨 크림 링귀네
왕새우 구이와 할라피뇨가 들어간 진한 크림 소스의 파스타
23,000원; 빼쉐 스파게티니
신선한 해산물과 토마토 소스, 생선 육수로 푹 끓여낸 깊고 시원한 국물의 파스타
24,000원; 쉬림프 로제 부라타 치즈 스파게티니
새우 로제 소스 파스타에 부라타 치즈의 풍미를 더한 파스타
26,000원; 비건 토마토 링귀네
그릴에 구운 호박, 가지, 버섯이 듬뿍 들어간 비건식 토마토 파스타
20,000원; 라클렛치즈&포테이토크림 링귀네
꾸덕한 스위스 라클렛 휠치즈를 올린 감자 크림소스 링귀네 파스타
28,000원; 해산물 올리브 링귀네
신선한 해산물과 활조개로 맛을 낸 바다향 가득 담은 오일 파스타
24,000원; 쉬림프 할라피뇨 크림 링귀네
왕새우 구이와 할라피뇨가 들어간 진한 크림 소스 파스타
23,000원; 수비드닭가슴살스테이크&토마토파게리
시금치로 소를 채운 수비드 닭가슴살과 가지 토마토 파스타
23,000원; 쉬림프 로제 부라타 치즈 스파게티니
새우 로제 소스 파스타에 부라타 치즈의 풍미를 더한 파스타
26,000원; 한우 불고기 필라프
한우 불고기와 양송이 버섯이 들어간 간장 소스 필라프
23,000원; 전복 크림 리조또
전복 게우 소스로 풍미를 더한 녹진한 크림 소스 리조또
23,000원; 아보카도 연어 포케 샐러드
북유럽 전통 방식으로 숙성한 쫀득하고 담백한 그라브락스 연어를 곁들인 고소한 아보카도샐러드
21,000원; 부라타치즈샐러드
부라타 치즈와 청포도가 어우러진 프레쉬한 샐러드
23,000원; 마르게리타 피자
토마토소스와 후레쉬 모짜렐라 치즈, 생 바질을 올린 이태리 남부 전통 피자
20,000원; 리코타루꼴라피자
수제 리코타 치즈와 라임향의 루꼴라, 블루베리 컴포트를 곁들인 피자
22,000원; 더몰트하우스 플래터A
등심스테이크, 콩피드문어튀김, 감자튀김, 리코타치즈샐러의 품격있는 플래터
82,000원; 더몰트하우스 플래터 B
문어튀김, 치킨강정(양념/간장), 감자튀김, 리코타치즈 샐러드를 함께 즐길 수 있는 플래터
52,000원; 트러플 머쉬룸 크림 스프
버터에 구운 양송이 버섯과 포르치니 버섯으로 풍미를 더한 크림 스프
12,000원; 단호박 크림 스프
달콤함이 가득한 곱게 간 단호박을 양껏 넣고 끓여낸 깊고 진한 풍미의 단호박 크림 스프
12,000원; 디저트
직접 만든 수제 티라미슈와 초코티그레
변동; Draft Beer
20여가지의 생맥주를 보유한 특별한 생맥주 맛집
변동; 와인,샴페인,위스키,칵테일
소믈리에가 엄선한 다양한 와인,샴페인.위스키,칵테일
변동; 할란 이스테이트 2019
매년 2만병 이하로만 생산하는 진귀함이 높게 칭송 받는 프리미엄 명품 와인
5,000,000원; 스크리밍 이글 더 플라이트 2020
스크리밍 이글 더 플라이트 2020빈티지. 풀바디와 실키하게 지속되는 피니쉬의 명품 와인
5,000,000원; 앙리 지로 그랑 크루 브뤼
더몰트하우스의 로고가 각인이 된 특별한 앙리 지로 그랑 크르 브뤼.
520,000원"
127,니뽕내뽕 강남역점,1838873952,중식당,"서울 강남구 강남대로98길 8 2,3층",02-557-5055,"단체 이용 가능, 포장, 남/녀 화장실 구분, 무선 인터넷, 유아의자, 대기공간, 간편결제",,"매일
11:30 - 22:00
21:00 라스트오더","탄산세트
식사메뉴2 +피자1 +탄산음료 세트로 2-3인용 입니다.
30,900원; 차뽕
강력한 불맛의 제대로 맛있는 짬뽕 맵기1 ++2++3++ 단계조절가능
9,500원; 일뽕
깔끔한 백짬뽕 여성분들의 최애메뉴
9,500원; 고기차뽕
숮불고기 제대로 들어간 차뽕 1++2++3++맵기조절가능
12,000원; 고기일뽕
숯불고기 제대로 들어간 일뽕
12,000원; 크뽕
파스타보다 더 맜있는 크림짬뽕 니뽕내뽕의 탑 메뉴
11,500원; 맵크뽕
파스타보다 더 맜있는 매운크림 짬뽕
12,500원; 로뽕
파스타보다 더 맛있는 로제크림 짬뽕
12,500원; 마라크뽕
크뽕과 마라의 만남 한번만 먹은 손님은 없습니다. 중독성강한 마라크뽕
12,900원; 토뽕
토마토 파스타보다 더 맛있는 토마토짬뽕
11,900원; 태뽕
굴소스를 감미한 볶음면 끝판왕 오랫동안 사랑받는 메뉴입니다.
10,500원; 쏘야뽕/맵쏘야뽕
비법소스로 볶은 소세지 야채볶음과 중화면의 환상적인 콜라보
11,500원; NEW)숯불제육중화뽕
숮불향 가득 매콤한 중화볶음면
13,500원; 고기짜장
숮불고기 가득 고기짜장
9,500원; 맵짜장
매니아들 자주찾는 매운짜장 생가보다 매위요~^^
9,500원; NEW)숯불제육중화볶음밥
숮불향가득한 고기로 볶은 중화밥
12,500원; 크림불고기리조또
부드러운 크림소스와 숮불향가득 담은 고기 그리고 날치알의 조화
11,500원; 로제불고기리조또
누구나좋아하는 로제소스에 숯불향가득담은 숮불고~그리고 난치알의 조화
12,500원; 맵로제리조또
부드러은 크림에 매운소스를 더해 매운크림리조또 매장내 인기메뉴~!
12,500원; 내피자
갈릭버터 소스와 모짜렐라치즈 피자
11,900원; 니피자
달콤한 고구마와 모짜렐라치즈 피자
11,900원; 페피자
토마토소스에 패패로니와 모짜렐라,체다치즈 한가득 피자
13,500원; 콘치즈피자
달콤한 치즈소스에 모짜렐라 후레쉬볼 트러플 오일과 고소한 콘까지 남여노소 사랑받는 피자
13,500원; NEW)숯불제육피자
토마토 소스에 숯불향가득한 고기가 올라간 신메뉴
14,500원"
128,쉐이크쉑 강남대로점,38291008,햄버거,서울 서초구 강남대로 421,02-591-4409,"남/녀 화장실 구분, 포장, 무선 인터넷",,"매일
10:30 - 22:00","쉑 버거인기
주문수 277
8,900원; 프라이인기
주문수 145
바삭한 감자 크링클 컷 프라이
4,900원; 바닐라 쉐이크인기
주문수 47
6,800원; 소다S인기
주문수 35
2,900원; 스모크 쉑인기
주문수 26
11,100원; 스모키클래식 바비큐버거
기간한정 BBQ메뉴!
10,500원; 스모어 쉐이크
주문수 1
시즌 한정 쉐이크!
7,800원; 바비큐 베이컨 치즈 프라이
주문수 2
기간한정 BBQ메뉴!
5,900원; 치킨 쉑
주문수 24
8,500원; 쉑 버거인기
주문수 277
8,900원; 슈룸 버거
주문수 23
10,500원; 스모크 쉑인기
주문수 26
11,100원; 쉑 스택
주문수 13
포토벨로 버섯패티, 비프패티와 함께 토마토, 양상추, 쉑소스가 토핑된 치즈버거
15,300원; 핫 치킨
주문수 18
9,500원; 치킨 바이트 (6조각)
주문수 23
치킨 바이트 (6조각)
5,900원; 프라이인기
주문수 145
바삭한 감자 크링클 컷 프라이
4,900원; 치킨 바이트 (10조각)
주문수 6
치킨 바이트 (10조각)
8,200원; 피넛 버터 쉐이크
주문수 9
6,800원; 바닐라 쉐이크인기
주문수 47
6,800원; 블랙&화이트 쉐이크
주문수 2
6,800원; 커피 쉐이크
주문수 3
6,800원; 스트로베리 쉐이크
주문수 3
6,800원; 초콜렛 쉐이크
주문수 5
6,800원; 솔티드 카라멜 쉐이크
주문수 4
6,800원; 소다S인기
주문수 35
2,900원; 소다L
주문수 12
3,600원; 아이스티
주문수 1
3,700원; 피치 레몬에이드
주문수 2
시즌 한정 메뉴!
5,000원; 핫 도그
주문수 1
5,100원"
129,참치공방 강남점,87710088,생선회,서울 강남구 강남대로78길 18 2층,02-538-0220,"예약, 단체 이용 가능, 포장, 배달, 남/녀 화장실 구분",,"토
11:00 - 00:30
15:00 - 17:00 브레이크타임; 일
11:00 - 22:00
15:00 - 17:00 브레이크타임; 월
11:00 - 00:30
15:00 - 17:00 브레이크타임; 화
11:00 - 00:30
15:00 - 17:00 브레이크타임; 수
11:00 - 00:30
15:00 - 17:00 브레이크타임; 목
11:00 - 00:30
15:00 - 17:00 브레이크타임; 금
11:00 - 00:30
15:00 - 17:00 브레이크타임","맛참치 무한리필코스
눈다랑어뱃살,등살,황새치중뱃살,등살,청세치뱃살,등살
33,000원; 특참치 무한리필코스
눈다랑어가마살,뱃살,등살,황새치배꼽살,중뱃살
36,000원; 주방장특선 무한리필코스
참다랑어가마살,뱃살,배꼽살,눈다랑어가마살,머릿살,황새치배꼽살,중뱃살
60,000원; 혼마구로 무한리필코스
오늘의 최상위등급 참다랑어 부위별
80,000원; 참다랑어 배꼽살
추가메뉴
20,000원; 참다랑어뱃살
추가메뉴
20,000원; 새우튀김
추가메뉴
20,000원; 희레까스
추가메뉴
15,000원; 알탕
추가메뉴
15,000원; 초밥 A
참다랑어 뱃살4, 눈다랑어 뱃살2, 가마살2, 황다랑어 뱃살2
25,000원; 초밥 B
눈다랑어뱃살4, 배꼽살2, 황새치뱃살2, 등살2
15,000원; 점심 A 코스
참치샐러드,사시미,참치타다끼,칠리참치,참치요리,생선까스,콘치즈,초밥,튀김,매운탕,알밥
30,000원; 점심 B 코스
참치샐러드, 사시미, 참치타다끼, 칠리참치, 참치요리, 초밥, 튀김, 매운탕, 알밥
25,000원; 회덮밥
점심단품
10,000원; 희레까스
점심단품
10,000원; 알탕
점심단품
10,000원; 알밥
점심단품
10,000원"
130,이자카야나무 서초점,37725304,이자카야,서울 서초구 서초대로75길 23 지하1층~지상4층,02-535-0348,"예약, 단체 이용 가능, 포장, 남/녀 화장실 구분",,"매일
15:30 - 05:00
04:30 라스트오더","특선 사시미 모리아와세
98,000원; 오늘의사시미
52,000원; 광어+연어 두가지 사시미
41,000원; 도미 사시미
39,000원; 광어사시미
37,000원; 연어사시미
32,000원; 고노와다단품
13,000원; 오늘의초밥 10pcs
15,500원; 모둠초밥 12pcs
18,500원; 특모둠초밥 15pcs
26,000원; 스페셜모둠초밥(20pcs)
35,000원; 꽃등심초밥 10pcs
22,000원; 연어초밥 10pcs
19,000원; 광어초밥 10pcs
22,000원; 혼마구로아까미초밥10pcs
23,000원; 초새우초밥10pcs
16,500원; 광어+연어초밥 10pcs
21,000원; 광어+꽃등심초밥 10pcs
22,500원; 꽃등심+연어초밥 10pcs
21,000원; 生사케동
19,000원; 폭탄회덮밥
13,000원; 규동
13,500원; 돈카츠산도
11,000원; 간사이 오뎅우동
11,000원; 살얼음 동동 냉소바
11,000원; 명란버터계란밥
9,000원; 그릭요거트 生연어샐러드
25,000원; 모찌리도후 샐러드
19,500원; 크림치즈 품은 불닭
27,500원; 명란크림우동
26,500원; 크림치즈 오꼬노미야끼
24,500원; 매콤 해물 떡볶이
26,500원; 흑초만난 탕수육
26,000원; 불닭소스 맞은 깐풍기
26,000원; 볼케이노 오돌뼈
25,000원; 투뿔 한우 타다끼
28,000원; 혼마구로 타다끼
29,000원; 관자,새우 갈릭버터
29,000원; 차돌숙주볶음
24,500원; 오사카풍 오꼬노미야끼
23,500원; 눈꽃 명란계란말이
21,000원; 허니 고구마스틱
13,000원; 타코와사비
13,000원; 에비덴뿌라
28,500원; 문어튀김
26,500원; 표고완자튀김
24,500원; 도리가라아게
22,500원; 숯불꼬치7종(18~01시까지)
25,000원; 숯불꼬치9종(18~01시까지)
29,000원; 메로소금구이
29,500원; 항정살 간장구이
25,000원; 촉촉 오징어한마리
16,000원; 밀푀유나베
28,500원; 차돌탄탄나베
28,500원; 전통나가사키 해물짬뽕나베
28,000원; 얼큰수제비 해물짬뽕나베
28,000원; 봉골레 생 백합술찜
27,000원; 간사이풍 오뎅나베
25,000원"
131,브릭오븐,21547240,피자,서울 강남구 강남대로102길 31 2층,02-508-1325,"단체 이용 가능, 포장, 배달, 방문접수/출장, 예약, 무선 인터넷, 남/녀 화장실 구분, 유아의자, 대기공간",,"토
11:30 - 22:30; 일
11:30 - 22:00; 월
11:30 - 22:00; 화
11:30 - 22:00; 수
11:30 - 22:00; 목
11:30 - 22:00; 금
11:30 - 22:30","오븐피자 14인치
23,000~32,000원; 오븐피자 18인치
34,000~48,000원; 베이크 지티
14,000원; 알리에 올리오
12,000원; 페스토 치킨
15,000원; 그릴 치킨 샐러드
13,000원; 갈릭로마노 프라이
6,000원"
132,어글리,1801857894,바(BAR),서울 강남구 강남대로96길 5 5F,0507-1354-4222,"무선 인터넷, 단체 이용 가능",,"토
18:30 - 03:00; 일
18:30 - 02:00; 월
18:30 - 02:00; 화
18:30 - 02:00; 수
18:30 - 02:00; 목
18:30 - 02:00; 금
18:30 - 03:00","Cosmopolitan
17,000원; Valencia
16,000원; Old Fashioned
19,000원; Black Russian
17,000원; Mojito
17,000원; Signature
18,000원; Wine & Champagne
변동; Food
15,000원; Hookah
25,000원; SET
변동"
133,강남역파스타,1286639031,"스파게티,파스타전문",서울 서초구 서초대로73길 24,0507-1369-0959,"포장, 남/녀 화장실 구분, 단체 이용 가능, 무선 인터넷",,"매일
11:00 - 21:30
21:00 라스트오더","삼겹김치덮밥
13,800원; 왕새우덮밥
14,800원; 화이트라구트러플파스타
14,600원; 우삼겹오일파스타
14,600원; 명란오일파스타
12,600원; 새우오일파스타
10,600원; 삼겹살오일파스타
12,600원; 관자크림파스타
12,600원; 명란크림파스타
12,600원; 베이컨크림파스타
10,800원; 새우크림파스타
12,600원; 토마토라구파스타
13,600원; 삼겹살나폴리탄토마토파스타
12,600원; 치킨나폴리탄토마토파스타
12,600원; 브라타치즈토마토파스타
13,600원; 해산물토마토파스타
12,600원; 치킨로제파스타
13,600원; 관자로제파스타
13,600원; 베이컨로제파스타
12,600원; 새우로제파스타
12,600원; 해산물로제파스타
14,800원; 김치베이컨라이스
11,600원; 새우라이스
12,600원; 치킨라이스
12,600원; 해산물라이스
13,600원; 베이컨크림리조또
12,600원; 해산물크림리조또
12,600원; 고르곤졸라피자
14,800원; 페퍼로니피자
14,800원; 마르게리따피자
14,800원; 새우피자
14,800원; 감자튀김
2,500원; 에이드
4,000원; 맥주
테라생맥주 4000원
5,000원; 하우스와인
레드와인 / 화이트 와인
6,000원; 탄산
콜라 / 스프라이트 / 환타파인 / 환타포도
3,500원; 와인(레드,화이트)bottle
36,000원; 해장파스타
14,600원; 알리오올리오파스타
11,600원; 치킨텐더샐러드
12,800원; 해산물 크림 파스타
13,600원; 해산물 토마토파스타
12,600원; 명란 크림파스타
12,600원"
134,무한숯불양꼬치&훠궈,991858885,양꼬치,서울 강남구 봉은사로2길 37 지상2층 (역삼동),02-508-6799,"예약, 단체 이용 가능, 남/녀 화장실 구분, 무선 인터넷",,"매일
11:00 - 22:00","무한리필 훠궈 점심 (월-목 16시까지)
양고기, 소고기, 야채, 각종사리
13,900원; 무한양마호크+양꼬치+훠궈+셀프볶음요리
무한양마호크+양꼬치+훠궈+셀프볶음요리
31,900원; 무한리필 훠궈 저녁 (금-일,공휴일 16시 이후)
양고기, 소고기, 야채, 해산물, 각종사리
19,900원; 양마호크(단품)
양마호크 1대
16,900원; 마라탕(점심)
12,000원; 꿔바로우
15,000원; 지삼선
13,000원; 토마토계란덮밥
8,000원; 마파두부덮밥
8,000원; 새우볶음밥
8,000원; 온면
8,000원; 칭따오맥주세트
칭따오3병+소주1병
26,000원; 하얼빈맥주세트
하얼빈3병+하얼빈1병
24,000원"
135,퀸즈가든 강남역점,36860188,샤브샤브,서울 서초구 강남대로53길 7 강남애니타워 지하1층,0507-1361-0531,"예약, 단체 이용 가능, 주차, 남/녀 화장실 구분, 포장, 배달, 무선 인터넷",,"매일
11:00 - 21:50
21:00 라스트오더","퀸즈가든 런치 (단품)
샤브용소고기 1회제공+20여종의 샤브야채와 월남쌈 야채 (칼국수,죽)포함 무한리필
13,900원; 소고기샤브&삼겹구이 무한리필 (런치)
소고기샤브샤브+삼겹+20여종의 샤브야채와 월남쌈 야채 (칼국수,죽)포함 무한리필
23,900원; 퀸즈가든 런치 스페셜 SET
소고기샤브+훈제오리+우삼겹+삼겹살+샐러드바 20가지 메뉴 무한리필
28,900원; 닭한마리칼국수 (런치)
국내산 생닭만을 사용하여 부모님께서 직접 농사지은 쌀로 만든 누릉지를 넣은 보양식
12,000원; 퀸즈가든 디너 (단품)
고기 1회제공+20여종의 샤브야채와 월남쌈 야채 (칼국수,죽)포함 무한리필
17,900원; 퀸즈가든 디너 스페셜 SET
소고기샤브+차돌박이+훈제오리+우삼겹+삼겹살+샐러드바 20가지 무한리필
32,900원; 닭한마리칼국수 (디너)
국내산 생닭만을 사용하여 부모님께서 직접 농사지은 쌀로 만든 누릉지를 넣은 보양식
13,000원"
136,고메스시,1614079046,"초밥,롤",서울 강남구 테헤란로1길 26 2층 고메스시,0507-1367-3167,"예약, 단체 이용 가능, 무선 인터넷, 남/녀 화장실 구분, 포장",,"토
11:00 - 22:00; 일
11:00 - 22:00; 월
11:00 - 22:00
15:30 - 17:00 브레이크타임; 화
11:00 - 22:00
15:30 - 17:00 브레이크타임; 수
11:00 - 22:00
15:30 - 17:00 브레이크타임; 목
11:00 - 22:00
15:30 - 17:00 브레이크타임; 금
11:00 - 22:00
15:30 - 17:00 브레이크타임","연어광어사시미
45,000원; 참치사시미
45,000원; 참다랑어뱃살사시미
60,000원; 장어덮밥
15,000원; 연어덮밥
12,000원; 우동
6,000원; 회덮밥
8,500원"
137,반갑다 하대포,37486499,"육류,고기요리",서울 강남구 역삼로3길 7 1층,0507-1317-6823,"예약, 단체 이용 가능, 무선 인터넷, 남/녀 화장실 구분",,"토
12:30 - 22:00; 일
정기휴무 (매주 일요일); 월
15:00 - 22:00; 화
15:00 - 22:00; 수
15:00 - 22:00; 목
15:00 - 22:00; 금
15:00 - 22:00; 09/16-09/18 추석 연휴 휴무","황제살(이베리코)
20,000원; 가로막살(이베리코)
17,000원; 천겹살(이베리코)
17,000원; 꽃살(이베리코)
17,000원; 꼬들살
17,000원; 스지볶음
24,000원; 육회
22,000원; 스지된장전골(후식)
10,000원; 김치전골(후식)
10,000원"
138,오레노라멘 강남점,1621911428,일본식라면,서울 강남구 테헤란로1길 28-9 2F,0507-1377-3539,,,"토
11:00 - 20:30
20:00 라스트오더; 일
11:00 - 20:30
20:00 라스트오더; 월
11:00 - 20:30
20:00 라스트오더; 화
11:00 - 20:30
20:00 라스트오더; 수
11:00 - 20:30
20:00 라스트오더; 목
11:00 - 20:30
20:00 라스트오더; 금
11:00 - 20:30
20:00 라스트오더","카라빠이탄
진하고 고소한 라멘에 매콤함을 더한 라멘
12,000원"
139,도툼횟집,1847512537,생선회,서울 강남구 강남대로84길 15 지하1층 105~108호,02-554-0443,주차,,"토
11:00 - 22:00; 일
정기휴무 (매주 일요일); 월
11:00 - 22:00; 화
11:00 - 22:00; 수
11:00 - 22:00; 목
11:00 - 22:00; 금
11:00 - 22:00","모둠 중 (3인)
60,000원; 모둠 소 (2인)
45,000원; 대도미 대 (4인)
80,000원; 대도미 중 (3인)
65,000원; 대도미 소 (2인)
50,000원; 대광어 대 (4인)
65,000원; 대광어 중 (3인)
53,000원; 대광어 소 (2인)
40,000원; 활어 초밥
그날그날 랜덤으로 광어, 도미 중 한가지로 나갑니다~
13,000원; 고등어구이 정식
8,000원; 새싹활어회덮밥
8,000원; 꼬막비빔밥
8,000원; 양푼이동태탕
2인이상 주문 가능합니다~
7,000원; 회 드신 후 매운탕
9,000원; 민어 (여름)
변동; 방어 (겨울)
변동; 전어 (겨울)
변동; 오징어
변동; 일품소주
25,000원; 복분자
12,000원; 청하
5,000원; 매화수
5,000원; 맥주
4,000원; 소주
4,000원; 막걸리
4,000원; 음료
2,000원; 스끼다시
변동; 물회
13,000원; 보리굴비
여름별미
15,000원; 민어회
변동; 대민어 대
90,000원; 대민어 중
70,000원"
140,갓포 이케맨이자카야,34159089,이자카야,서울 서초구 서초대로78길 50 3층,0507-1419-5630,"예약, 단체 이용 가능, 무선 인터넷, 남/녀 화장실 구분, 주차, 포장",,"토
17:00 - 02:00
01:00 라스트오더; 일
17:00 - 01:00
00:00 라스트오더; 월
17:00 - 02:00
01:00 라스트오더; 화
17:00 - 02:00
01:00 라스트오더; 수
17:00 - 02:00
01:00 라스트오더; 목
17:00 - 02:00
01:00 라스트오더; 금
17:00 - 02:00
01:00 라스트오더","뚝배기오뎅나베
대표
25,000원"
141,대낚식당 역삼본점,1946267335,한식,서울 강남구 역삼로 137 1층 대낚식당,0507-1316-5561,"포장, 배달","밥블레스유 49회, 19.06.13.
2019년 6월 13일
 곱도리탕/대낙새전골; 생활의달인 665회, 19.04.08.
2019년 4월 8일
 대창덮밥","토
15:00 - 22:00
21:00 라스트오더; 일
정기휴무 (매주 일요일); 월
11:30 - 22:00
15:00 - 17:30 브레이크타임
21:00 라스트오더; 화
11:30 - 22:00
15:00 - 17:30 브레이크타임
21:00 라스트오더; 수
11:30 - 22:00
15:00 - 17:30 브레이크타임
21:00 라스트오더; 목
11:30 - 22:00
15:00 - 17:30 브레이크타임
21:00 라스트오더; 금
11:30 - 22:00
15:00 - 17:30 브레이크타임
21:00 라스트오더","항정살덮밥
노릇노릇 통통한 항정살에 비벼 먹을수 있는 든든한 한끼 ❤️
10,000원; 닭목살 고추장 덮밥
10,000원; 닭목살 간장 덮밥
10,000원; (한우)대창덮밥
생활의 달인 출연🔥대창덮밥 원조집 필수 메뉴! 달달한 소스와 불맛이 입혀진 뚱 대창❣️
12,000원; 대낙덮밥
대창➿낙지 덮밥 위에 계란후라이까지 ♥️ 직장인들 점심 인기메뉴
10,000원; 갈비덮밥
누구나 다 좋아할수 밖에 없는 덮밥 돼지 갈비덮밥♥️
9,000원; 삼낙덮밥
우삼겹➿낙지 덮밥 사장님이 제일 좋아하는 덮밥 ❤️
9,000원; 날치알주먹밥
3,000원; 날치알볶음밥
톡톡 터지는 날치알과 고소한 마요네즈!
3,000원; 대낙새 전골 3인
39,000원; 곱도리탕 3인
39,000원; 삼낙덮밥
9,000원; 덮밥곱빼기
1,500원; 김가루공기밥
1,000원"
142,양파이 강남점,1196729605,양꼬치,서울 강남구 강남대로94길 14,02-568-5582,"예약, 단체 이용 가능, 남/녀 화장실 구분, 무선 인터넷, 주차",,"토
14:00 - 23:00; 일
14:00 - 23:00; 월
14:00 - 23:00; 화
14:00 - 23:00; 수
14:00 - 23:00; 목
14:00 - 23:00; 금
14:00 - 23:00","생 양갈비
청정지역 호주에서 공수한 얼리지 않은 1년 미만의 생 양갈비 [치즈퐁듀 포함]
29,000원; 가지요리
부드러운 가지와 다진 돼지고기를 바삭하게 볶아 마라소스에 버무린 중국식 가지 요리
18,000원; 청양오이무침
매콤한 청양고추, 신선한 오이와 양파이 특제소스로 곁들인 무침
9,000원; X.O 게살볶음밥
XO소스, 계란, 적양파, 마늘칩을 웍에서 볶아낸 볶음밥
12,000원"
143,60년전통신촌황소곱창 강남역직영점,1017596309,"곱창,막창,양",서울 강남구 강남대로100길 13,0507-1303-2640,"예약, 단체 이용 가능, 주차, 포장, 남/녀 화장실 구분",,"토
12:00 - 23:30; 일
12:00 - 23:00; 월
12:00 - 23:30; 화
12:00 - 23:30; 수
12:00 - 23:30; 목
12:00 - 23:30; 금
12:00 - 23:30; 09/16-09/17 추석 연휴 휴무","한우황소곱창 200g
21,000원; 한우대창 230g
22,000원; 한우막창(홍창) 230g
22,000원; 생모듬
49,000원; 생모듬3인
68,000원; 생모듬4인
87,000원; 벌집(벌양)
22,000원; 뽁음밥
3,000원; 부추사리
3,000원"
144,단정 강남점,1564220303,한식,서울 강남구 강남대로 358 2층 204호,0507-1373-6306,"단체 이용 가능, 무선 인터넷, 남/녀 화장실 구분, 주차",,"토
10:00 - 21:00
15:30 - 17:00 브레이크타임; 일
정기휴무 (매주 일요일); 월
10:00 - 21:00
15:30 - 17:00 브레이크타임; 화
10:00 - 21:00
15:30 - 17:00 브레이크타임; 수
10:00 - 21:00
15:30 - 17:00 브레이크타임; 목
10:00 - 21:00
15:30 - 17:00 브레이크타임; 금
10:00 - 21:00
15:30 - 17:00 브레이크타임","가지 소보로 솥밥
다진 돼지고기랑 가지가 들어가는 건강식 메뉴
14,000원; 청정 고등어 솥밥
단백질이 풍부한 고등어 한상차림
14,000원; 아보카도 명란 솥밥
가볍게 먹을수 있는 명란과 아보계란 솥밥
14,000원; 꼬막 솥밥
매콤한 꼬막과 고소한 참기름을 같이 느낄 수 있는 솥밥
15,000원; 전복 가리비 솥밥
전복을 직접 찌어 가리비와 게우소스를 함께 비벼 먹는 한 상 차림
18,000원; 수제 새우튀김 3p
노바시와 빵가루를 직접말아 만든 새우튀김
8,000원; 이까게소(오징어 튀김)
15,000원; 수제 유린기
닭과 매콤한 소스를 직접 만든 유린기
11,000원"
