name,store_id,category,address,tel,options,amenity,broadcast,business_hours,menu
영덕집,13574827,조개요리,서울 서초구 법원로2길 7-4,02-594-9944,,단체 이용 가능,,"금
10:00 - 22:00
15:00 - 17:30 브레이크타임; 토
10:00 - 22:00
15:00 - 17:30 브레이크타임; 일
정기휴무 (매주 일요일); 월
10:00 - 22:00
15:00 - 17:30 브레이크타임; 화
10:00 - 22:00
15:00 - 17:30 브레이크타임; 수
10:00 - 22:00
15:00 - 17:30 브레이크타임; 목
10:00 - 22:00
15:00 - 17:30 브레이크타임","고등어조림 점심
11,000원; 영양갈비탕,치즈돈가스 각
7,000원; 장어정식
15,000원; 영덕물회
15,000원; 갈치조림
16,000원; 고등어구이
10,000원; 회덮밥
11,000원; 영덕정식 저녁 1인
33,000원; 가자미세꼬시 대
40,000원; 가자미세꼬시 중
30,000원; 대게찜
변동; 포항과메기 대
33,000원; 포항과메기 중
20,000원; 붕장어구이
25,000원"
귀한족발 서초구청점,1215149283,"족발,보쌈",서울 서초구 서운로 14 2층,0507-1437-3455,,"단체 이용 가능, 포장, 배달, 무선 인터넷, 남/녀 화장실 구분, 유아의자, 예약, 주차",,"금
11:00 - 22:00
14:30 - 16:30 브레이크타임
21:00 라스트오더; 토
11:00 - 22:00
14:30 - 16:30 브레이크타임
21:00 라스트오더; 일
정기휴무 (매주 일요일); 월
11:00 - 22:00
14:30 - 16:30 브레이크타임
21:00 라스트오더; 화
11:00 - 22:00
14:30 - 16:30 브레이크타임
21:00 라스트오더; 수
11:00 - 22:00
14:30 - 16:30 브레이크타임
21:00 라스트오더; 목
11:00 - 22:00
14:30 - 16:30 브레이크타임
21:00 라스트오더","[무료배달+최대1만큐폰]1,5인분 귀한족발+생과일막국수(소 [1.5인분])
귀한족발+생과일막국수+매일직접담근배추김치+무김치+부추무침+야채세트+새우젓+쌈장+마늘
33,000원; [®Best Seller®] 귀한족발+생과일막국수(중)
귀한족발+생과일막국수+매일직접담근배추김치+무김치+부추무침+야채세트+새우젓+쌈장+마늘
41,000원; [®Best Seller®] 귀한족발+생과일막국수(대)
귀한족발+생과일막국수+매일직접담근배추김치+무김치+부추무침+야채세트+새우젓+쌈장+마늘
45,000원; [®Best Seller®] 귀한족발+생과일막국수(특대)
귀한족발+생과일막국수+매일직접담근배추김치+무김치+부추무침+야채세트+새우젓+쌈장+마늘
51,000원; [성공률 100% 환상 조합] 반반족발+생과일막국수
반반족발+생과일막국수+매일직접담근배추김치+무김치+부추무침+야채세트+새우젓+쌈장+마늘
45,000원; [무료배달+최대1만큐폰]1,5인분 귀한족발+생과일막국수(소 [1.5인분])
귀한족발+생과일막국수+매일직접담근배추김치+무김치+부추무침+야채세트+새우젓+쌈장+마늘
33,000원; [®Best Seller®] 귀한족발+생과일막국수(중)
귀한족발+생과일막국수+매일직접담근배추김치+무김치+부추무침+야채세트+새우젓+쌈장+마늘
41,000원; [®Best Seller®] 귀한족발+생과일막국수(대)
귀한족발+생과일막국수+매일직접담근배추김치+무김치+부추무침+야채세트+새우젓+쌈장+마늘
45,000원; [®Best Seller®] 귀한족발+생과일막국수(특대)
귀한족발+생과일막국수+매일직접담근배추김치+무김치+부추무침+야채세트+새우젓+쌈장+마늘
51,000원; [성공률 100% 환상 조합] 반반족발+생과일막국수
반반족발+생과일막국수+매일직접담근배추김치+무김치+부추무침+야채세트+새우젓+쌈장+마늘
45,000원; 매콤직화불족발 [반]
메인메뉴 주문 시 주문가능
22,000원; 직화숯불족발 [반]
메인메뉴 주문 시 주문가능
22,000원; 코다리막국수
메인메뉴 주문시 주문 가능
10,000원; 생과일막국수
메인메뉴 주문시 주문 가능
8,000원; 생과일막국수(소)
4,000원"
구구족 강남논현점,1671872803,"족발,보쌈",서울 강남구 강남대로124길 68 1층 102호,02-545-7858,,"포장, 배달, 예약, 단체 이용 가능, 주차",,"토
11:00 - 01:00; 일
11:00 - 01:00; 월
11:00 - 01:00; 화
정기휴무 (매주 화요일); 수
11:00 - 01:00; 목
11:00 - 01:00; 금
11:00 - 01:00","구구족 순살 족발대표
뼈없이 간편하게 즐기고 싶을때 먹기 좋은 순살족발
17,900원; 부드럽고 담백한 보쌈대표
부드러운 담백한 보쌈고기와 매콤달콤 향긋한 무김치 (무김치 기본제공)
17,900원; 족발은 구구족대표
당일삶아 고소하고 담백한맛의 구구족 대표메뉴 족발
25,900원; 싹쓰리 순살 족발대표
오리지널 + 양념 + 마늘 세가지맛을 한번에 즐기는 베스트 메뉴
29,900원; 싹쓰리 보쌈대표
담백한 오리지널 보쌈과 달콤한 마늘보쌈, 맛있게 매운양념 보쌈을 한번에
25,900원; 푸짐한 족발보쌈[대] 세트대표
족발+보쌈+모듬김치팩2개+야채5칸1개+쟁반막국수1개
53,900원; 구구족 순살 족발대표
뼈없이 간편하게 즐기고 싶을때 먹기 좋은 순살족발
17,900원; 족발은 구구족대표
당일삶아 고소하고 담백한맛의 구구족 대표메뉴 족발
25,900원; 싹쓰리 순살 족발대표
오리지널 + 양념 + 마늘 세가지맛을 한번에 즐기는 베스트 메뉴
29,900원; [일반+매운양념]순살반반족발
두가지맛을 한번에 즐기는 메뉴
28,900원; [일반+마늘]순살반반족발
두가지맛을 한번에 즐기는 메뉴
28,900원; [마늘+매운양념]순살반반족발
두가지맛을 한번에 즐기는 메뉴
29,900원; 순살양념족발
불맛과 비법양념의 조화 불.맵.단.짠 황금밸런스 양념족발
19,900원; 구구족 옛날족발
약간 차가운 옛날 스타일의 꼬들족발
25,900원; 구구마라 순살 족발매운맛1단계
쓰촨마라 현지맛 그대로! 하이디라오 마라소스와 구구족 족발이 만났다
21,900원; 부드럽고 담백한 보쌈대표
부드러운 담백한 보쌈고기와 매콤달콤 향긋한 무김치 (무김치 기본제공)
17,900원; 싹쓰리 보쌈대표
담백한 오리지널 보쌈과 달콤한 마늘보쌈, 맛있게 매운양념 보쌈을 한번에
25,900원; 꼬들꼬들 1인_옛날미니족
꼬들꼬들 옛날미니족+새우소스
17,900원; 매운양념 1인_미니족
매운양념에 불맛을 두번입혀 꽃빵까지 뚝딱 : )
19,900원; [일반+양념]1인 반반 미니족
두가지맛으로 즐기고 싶을때 고객요청으로 출시된 추천메뉴
19,900원; 푸짐한 족발보쌈[대] 세트대표
족발+보쌈+모듬김치팩2개+야채5칸1개+쟁반막국수1개
53,900원; 푸짐한 족발보쌈[특대] 세트
족발+보쌈+모듬김치팩2개+야채5칸2개+쟁반막국수2개
68,900원; 모듬김치팩
모듬김치(배추김치+무김치)+부추무침+단호박샐러드
5,900원; 아삭달콤 보쌈 배추김치
국내산 배추에 비법양념이 추가되어 시원 아삭한맛이 일품인 보쌈배추김치
3,900원; 매콤달콤 보쌈 무김치
국내산 무로 맛깔스럽게 담근 무김치
3,900원; 구구 불 김치
[주의] 많이 맵습니다 많이 중독성 있습니다
3,900원; 새콤달콤 맛보기 막국수
&구구족 비법양념으로 만든 족발_보쌈_과 단짝
3,900원; 새콤달콤 구구 막국수
&구구족 비법양념으로 만든 족발_보쌈_과 단짝
9,900원; 보쌈 고기만 150g
담백한 보쌈 고기 150g
9,900원; 사과 가득 달콤한 마늘소스
사과와 마늘을 듬뿍 갈아만든 마늘소스
2,900원; 맛있게 매운 양념소스
맵지만 계속 땡기는 맛
2,900원; 족발보쌈 환상의 궁합_어리굴젓
고기도둑 어리굴젓 족발&보쌈의 담백한 맛과 어리굴젓의 매콤 달콤 짭쪼름한 맛을 동시에 즐겨보세요~
6,900원; 참치가득 주먹밥
쌀밥+참치+마요네즈+김가루+단무지
5,900원; 5칸 양념야채 추가
야채5칸(편고추+편마늘+무쌈+새우젓소스+쌈장소스+상추+깻잎)
3,900원; 새콤 아삭 무쌈
족발,보쌈에 싸먹으면 별미
1,500원; 매운양념족발 찰떡궁합 꽃빵
매운양념족발과 찰떡궁합인 꽃빵 4P
1,900원; 갓지은 백미 공기밥
푸짐하게 담아드립니다
1,000원; 바른새우젓소스
500원; 바른쌈장소스
500원; 풋고추 추가
500원; 편마늘 추가
500원; 탄산음료
콜라, 사이다
1,900원"
뽕나무쟁이 선릉본점,13468956,"족발,보쌈",서울 강남구 역삼로65길 31,02-558-9279,,"단체 이용 가능, 포장, 남/녀 화장실 구분, 배달","생방송투데이 2367회, 19.07.11.
2019년 7월 11일
 족발; 2TV생생정보 74회, 16.04.22.
2016년 4월 22일
 모둠족발; VJ특공대 680회, 13.08.30.
2013년 8월 30일
 족발","토
12:00 - 22:50; 일
12:00 - 22:00; 월
12:00 - 22:50
14:00 - 16:00 브레이크타임; 화
12:00 - 22:50
14:00 - 16:00 브레이크타임; 수
12:00 - 22:50
14:00 - 16:00 브레이크타임; 목
12:00 - 22:50
14:00 - 16:00 브레이크타임; 금
12:00 - 22:50
14:00 - 16:00 브레이크타임","모둠족발(중)
대표
42,000원; 족발(중)
40,000원; 양념족발(중)
40,000원; 쟁반막국수
13,000원"
뽕족 강남역본점,1091575912,"족발,보쌈",서울 강남구 테헤란로4길 15 메가시티오피스텔 1층,02-556-9279,,"단체 이용 가능, 포장, 배달, 남/녀 화장실 구분",,"금
17:00 - 22:00
21:00 라스트오더; 토
17:00 - 22:00
21:00 라스트오더; 일
정기휴무 (매주 일요일); 월
17:00 - 22:00
21:00 라스트오더; 화
17:00 - 22:00
21:00 라스트오더; 수
17:00 - 22:00
21:00 라스트오더; 목
17:00 - 22:00
21:00 라스트오더","모둠족발(중)
대표
42,000원; 뽕.족발(중)
40,000원; 양념족발(중)
40,000원; 쟁반막국수 (추가메뉴)
13,000원"
놀부보쌈&부대찌개 삼성1호점,12078807,"족발,보쌈",서울 강남구 영동대로85길 7 1층,0507-1320-3848,,"단체 이용 가능, 주차, 무선 인터넷, 예약, 포장, 배달, 남/녀 화장실 구분",,"토
11:00 - 23:00; 일
11:00 - 22:00; 월
11:00 - 24:00; 화
11:00 - 24:00; 수
11:00 - 24:00; 목
11:00 - 24:00; 금
11:00 - 24:00","(NEW) 인삼마늘보쌈(소)
(인삼마늘보쌈+보쌈김치,무절임김치,부추무침+김치찌개)
38,000원; (NEW) 인삼마늘보쌈(중)
(인삼마늘보쌈+보쌈김치,무절임김치,부추무침+김치찌개)
51,000원; (NEW) 인삼마늘보쌈(대)
(인삼마늘보쌈+보쌈김치,무절임김치,부추무침+김치찌개)
64,000원; 놀부보쌈세트(소)
(놀부보쌈+김치3종+쟁반막국수)
42,000원; 놀부보쌈세트(중)
(놀부보쌈+김치3종+쟁반막국수)
55,000원; (NEW) 인삼마늘보쌈(소)
(인삼마늘보쌈+보쌈김치,무절임김치,부추무침+김치찌개)
38,000원; (NEW) 인삼마늘보쌈(중)
(인삼마늘보쌈+보쌈김치,무절임김치,부추무침+김치찌개)
51,000원; (NEW) 인삼마늘보쌈(대)
(인삼마늘보쌈+보쌈김치,무절임김치,부추무침+김치찌개)
64,000원; 알찬1인보쌈정식(1인보쌈식사세트)
(1인보쌈+무절임김치+김치찌개+찬+공기밥)
19,000원; 놀부보쌈세트(소)
(놀부보쌈+김치3종+쟁반막국수)
42,000원; 놀부보쌈세트(중)
(놀부보쌈+김치3종+쟁반막국수)
55,000원; 놀부보쌈세트(대)
(놀부보쌈+김치3종+쟁반막국수)
68,000원; 직화족발세트 (오리지널)(중)
직화족발+무절임김치+쟁반막국수
44,000원; 직화족발세트 (오리지널)(대)
직화족발+무절임김치+쟁반막국수
51,000원; 보부세트(놀부보쌈+놀부부대찌개(비조리))(중(부대 비조리))
중) 놀부보쌈 소+놀부부대찌개2인(비조리) 대) 놀부보쌈 중+놀부부대찌개3인(비조리) 부대찌개는 비조리이고요. 공기밥, 라면사리 별도입니다.
65,500원; 보부세트(놀부보쌈+놀부부대찌개(비조리))(대(부대 비조리))
중) 놀부보쌈 소+놀부부대찌개2인(비조리) 대) 놀부보쌈 중+놀부부대찌개3인(비조리) 부대찌개는 비조리이고요. 공기밥, 라면사리 별도입니다.
77,500원; 놀부보쌈(소)
(보쌈+보쌈김치+무절임김치+부추무+김치찌개) 목등심으로 변경시 1,000원 추가
35,000원; 놀부보쌈(중)
(보쌈+보쌈김치+무절임김치+부추무+김치찌개) 목등심으로 변경시 1,000원 추가
48,000원; 놀부보쌈(대)
(보쌈+보쌈김치+무절임김치+부추무+김치찌개) 목등심으로 변경시 1,000원 추가
61,000원; 직화족발 (오리지널)(중)
직화족발+무절임김치
35,000원; 직화족발 (오리지널)(대)
직화족발+무절임김치
42,000원; 쟁반막국수(중)
10,000원; 감자채전
10,000원; 김치전
10,000원; 모듬전
감자채전 +김치전+부추전
15,000원; 부추전
10,000원; 보쌈고기(삼겹) 추가
13,000원; 보쌈고기(목등심) 추가(200g)
14,000원; 보쌈김치 추가
6,000원; 무절임김치 추가
6,000원; 공기밥 추가
1,000원; 코카콜라(355ml)
2,000원; 코카콜라(1.25L)
3,500원; 환타파인(355ml)
2,000원; 코카콜라(355ml)
2,000원; 코카콜라(1.25L)
4,000원; (완조리) 우곱새(2인)
완조리 상태로 배송 (우삽겹+곱창+새우+당면+우동)+공기밥
35,000원; (완조리) 우곱새(3인)
완조리 상태로 배송 (우삽겹+곱창+새우+당면+우동)+공기밥
52,000원; (완조리) 쭈곱새(2인)
완조리 상태로 배송 (쭈꾸미+곱창+새우+당면+우동)+공기밥
35,000원; (완조리) 쭈곱새(3인)
완조리 상태로 배송 (쭈꾸미+곱창+새우+당면+우동)+공기밥
52,000원; 알찬 놀부부대찌개 (완조리)(2인)
조리된 상태로 배달되어 바로 드실 수 있는 놀부 부대찌개, 놀부부대찌개 + 알찬사리 +공기밥
27,000원; 우삼겹부대(세트)(2인)
미조리상태로 제공. 우삼겹부대+놀부(모둠)사리1+탄산+공기밥or사리
32,500원; 우삼겹부대(세트)(3인)
미조리상태로 제공. 우삼겹부대+놀부(모둠)사리1+탄산+공기밥or사리
46,500원; 우삼겹부대(세트)(4인)
미조리상태로 제공. 우삼겹부대+놀부(모둠)사리1+탄산+공기밥or사리
59,500원; 치즈부대(세트)(2인)
미조리상태로 제공. 치즈부대+놀부(모둠)사리1+탄산+공기밥or사리
27,500원; 치즈부대(세트)(3인)
미조리상태로 제공. 치즈부대+놀부(모둠)사리1+탄산+공기밥or사리
39,000원"
바른식시골보쌈&감자옹심이 교대점,1333168920,"족발,보쌈",서울 서초구 서초대로52길 17,02-583-6431,,,,"매일
11:30 - 22:00","시골보쌈 4인
57,000원; 시골보쌈 3인
48,000원; 시골보쌈2인
41,000원; 반반보쌈 4인
58,000원; 반반보쌈 3인
51,000원; 반반보삼 2인
46,000원; 모둠보쌈 4인
61,000원; 모둠보쌈 3인
54,000원; 모둠보쌈 2인
50,000원; 시골한상
103,000원; 모둠한상
104,000원; 감자옹심이
12,000원; 돌솥밥정식
15,000원"
더맛있는족발보쌈 교대점,1915134456,"족발,보쌈",서울 서초구 서초대로50길 66 1층,0507-1355-7573,,"단체 이용 가능, 포장, 배달, 예약, 무선 인터넷, 남/녀 화장실 구분",,"매일
13:30 - 00:30","&& 3,000원 할인 && God삶은 족발[온족](소)
국내산 생족만을 고집하여 매일 당일 삶은 족발만 취급 비빔막국수+아삭무김치+쌈무+청양고추+마늘+쌈장+새우젓+상추
35,000원; && 3,000원 할인 && God삶은 족발[온족](중)
국내산 생족만을 고집하여 매일 당일 삶은 족발만 취급 비빔막국수+아삭무김치+쌈무+청양고추+마늘+쌈장+새우젓+상추
40,000원; && 3,000원 할인 && God삶은 족발[온족](대)
국내산 생족만을 고집하여 매일 당일 삶은 족발만 취급 비빔막국수+아삭무김치+쌈무+청양고추+마늘+쌈장+새우젓+상추
45,000원; && 3,000원 할인 && God삶은 족발[온족](특대)
국내산 생족만을 고집하여 매일 당일 삶은 족발만 취급 비빔막국수+아삭무김치+쌈무+청양고추+마늘+쌈장+새우젓+상추
50,000원; 실속 족발 [1.5인분] 가성비甲(1.5인분)
1인가구를 위한 구성 사장님 미쳐서 망할 각오 하고 나가는메뉴 비빔막국수+아삭무김치+쌈무+청양고추+마늘+쌈장+새우젓+상추
31,000원; 실속 족발 [1.5인분] 가성비甲(1.5인분)
1인가구를 위한 구성 사장님 미쳐서 망할 각오 하고 나가는메뉴 비빔막국수+아삭무김치+쌈무+청양고추+마늘+쌈장+새우젓+상추
31,000원; 실속 보쌈 [1.5인분](1.5인분)
1인가구를 위한 구성 사장님 미쳐서 망할 각오 하고 나가는메뉴 비빔막국수+아삭무김치+쌈무+청양고추+마늘+쌈장+새우젓+상추
31,000원; 실속 직화 불족발 [1.5인분](1.5인분)
1인가구를 위한 구성 사장님 미쳐서 망할 각오 하고 나가는메뉴 비빔막국수+아삭무김치+쌈무+청양고추+마늘+쌈장+새우젓+상추
32,000원; 실속 직화 마늘족발 [1.5인분](1.5인분)
1인가구를 위한 구성 사장님 미쳐서 망할 각오 하고 나가는메뉴 비빔막국수+아삭무김치+쌈무+청양고추+마늘+쌈장+새우젓+상추
32,000원; && 3,000원 할인 && God삶은 족발[온족](소)
국내산 생족만을 고집하여 매일 당일 삶은 족발만 취급 비빔막국수+아삭무김치+쌈무+청양고추+마늘+쌈장+새우젓+상추
35,000원; && 3,000원 할인 && God삶은 족발[온족](중)
국내산 생족만을 고집하여 매일 당일 삶은 족발만 취급 비빔막국수+아삭무김치+쌈무+청양고추+마늘+쌈장+새우젓+상추
40,000원; && 3,000원 할인 && God삶은 족발[온족](대)
국내산 생족만을 고집하여 매일 당일 삶은 족발만 취급 비빔막국수+아삭무김치+쌈무+청양고추+마늘+쌈장+새우젓+상추
45,000원; && 3,000원 할인 && God삶은 족발[온족](특대)
국내산 생족만을 고집하여 매일 당일 삶은 족발만 취급 비빔막국수+아삭무김치+쌈무+청양고추+마늘+쌈장+새우젓+상추
50,000원; 두가지 취향을 한번에God성비 족발+불족(중)
영양만점 쫄깃한족발과 숯불향의 매콤한불족이 반반 가성비甲 비빔막국수+아삭무김치+쌈무+청양고추+마늘+쌈장+새우젓+상추
42,000원; 촉촉한 보쌈(소)
천연 유기농재료와 함께 대대로 내려온 육수에 오랜시간 가공하여 부드러운 식감 맛과 영양을 듬뿍 비빔막국수+아삭무김치+쌈무+청양고추+마늘+쌈장+새우젓+상추
35,000원; 촉촉한 보쌈(중)
천연 유기농재료와 함께 대대로 내려온 육수에 오랜시간 가공하여 부드러운 식감 맛과 영양을 듬뿍 비빔막국수+아삭무김치+쌈무+청양고추+마늘+쌈장+새우젓+상추
40,000원; 촉촉한 보쌈(대)
천연 유기농재료와 함께 대대로 내려온 육수에 오랜시간 가공하여 부드러운 식감 맛과 영양을 듬뿍 비빔막국수+아삭무김치+쌈무+청양고추+마늘+쌈장+새우젓+상추
45,000원; 마늘보쌈(소)
24시간 숙성시킨 특제 마늘소스가 올라간 보쌈 비빔막국수+아삭무김치+쌈무+청양고추+마늘+쌈장+새우젓+상추
37,000원; 마늘보쌈(중)
24시간 숙성시킨 특제 마늘소스가 올라간 보쌈 비빔막국수+아삭무김치+쌈무+청양고추+마늘+쌈장+새우젓+상추
42,000원; 족보 Set (4~6인분)(소)
족발과 보쌈을 한번에 가성비甲 비빔막국수+아삭무김치+쌈무+청양고추+마늘+쌈장+새우젓+상추
49,000원; 족보 Set (4~6인분)(중)
족발과 보쌈을 한번에 가성비甲 비빔막국수+아삭무김치+쌈무+청양고추+마늘+쌈장+새우젓+상추
59,000원; 족보 Set (4~6인분)(대)
족발과 보쌈을 한번에 가성비甲 비빔막국수+아삭무김치+쌈무+청양고추+마늘+쌈장+새우젓+상추
69,000원; 모둠족발(족발+불족+마늘족)(중)
족발+불족+마늘족 더맛있는족발보쌈의 모든 족발 메뉴를 한번에 맛볼 수 있는 최고의 메뉴// 비빔막국수+아삭무김치+쌈무+청양고추+마늘+쌈장+새우젓+상추
57,000원; 모둠족발(족발+불족+마늘족)(대)
족발+불족+마늘족 더맛있는족발보쌈의 모든 족발 메뉴를 한번에 맛볼 수 있는 최고의 메뉴// 비빔막국수+아삭무김치+쌈무+청양고추+마늘+쌈장+새우젓+상추
67,000원; 순두부찌개
6,000원; 막국수
5,000원; 물막국수
6,000원; 보쌈김치
5,000원; 파김치
3,000원; 코카콜라(소 355ml)
2,000원; 코카콜라(대 1.25L)
3,000원; 사이다(소 355ml)
2,000원; 사이다(대 1.25L)
3,000원; 코카콜라Zero(355ml)
2,000원"
영동족발 본점,12917286,"족발,보쌈",서울 서초구 남부순환로358길 8 1층 영동족발 본점,02-571-3939,,"단체 이용 가능, 포장, 배달, 무선 인터넷, 발렛파킹, 주차","생방송오늘저녁 139회, 15.06.05.
2015년 6월 5일
 족발","금
12:00 - 23:00; 토
11:30 - 22:00; 일
정기휴무 (매주 일요일); 월
12:00 - 23:00; 화
12:00 - 23:00; 수
12:00 - 23:00; 목
12:00 - 23:00","왕족발 대
대표
45,000원; 쟁반막국수
대표
18,000원; 왕족발 중
42,000원; 순두부찌개
9,000원; 해물파전
16,000원; 막국수
9,000원; 김치전
9,000원; 계란찜
7,000원"
원할머니보쌈족발 논현직영점,38464109,"족발,보쌈","서울 강남구 강남대로120길 9 1층, 2층",02-3445-1975,,"예약, 단체 이용 가능, 포장, 무선 인터넷, 남/녀 화장실 구분, 배달, 대기공간, 간편결제, 주차",,"매일
00:00 - 24:00","할매카세set1
대표
보쌈한접시+해물파전+알곤이전골
63,000원; 알곤이전골
대표
알곤이전골
28,000원; 열무막국수
대표
[여름 제철] 49년 김치 노하우 원할머니의 전통이 담긴 열무 물김치로 만든 막국수
10,000원; 모둠보쌈
대표
수육+보쌈김치+쌈떡+쌈야채+콩나물국+쌈장+새우젓+마늘+고추
41,000원; (이찬원pick) 모둠보쌈
※ 이찬원 포토카드 선착순 증정(랜덤)
41,000원; 할매카세set2
원할머니 대표메뉴를 한 번에 즐겨요~ (모둠보쌈+전통순대+쟁반무침면)
60,000원; 해물파전+손막걸리set(복순도가)
해물파전+복순도가(손막걸리/빨간쌀막걸리) 택 1
33,000원; 열무막국수보쌈정식
[여름 제철] 49년 김치 노하우 원할머니의 전통이 담긴 열무 물김치로 만든 막국수
13,000원; 해물파전
18,000원; 모둠보쌈&한우 수육
한우 수육 70g + 수육 200g
53,000원; 한우 수육 한 접시
한우 수육 한 접시(100g)
29,000원; 복순도가(빨간쌀막걸리)
복순도가(빨간쌀막걸리)
18,000원; 복순도가(손막걸리)
복순도가(손막걸리)
18,000원; 전통순대
쫄깃한 전통 순대와 아삭한 무 김치의 별미 조합
10,000원; 몽글순두부김치찌개
9,000원; 원해장국
한우로 육수로 진하고 깊은 한우해장국 (한우양지+양+우거지+콩나물)
10,000원; 돌솥제육비빔밥
10,000원; 비빔막국수
10,000원; 들기름막국수
10,000원; 한우육전
한우육전 7~8P
23,000원; 파이퍼 하이직 뀌베브릿 (샴페인)
PIPER HEIDSIECK CUVEE BRUT "" 마릴린 먼로가 사랑한 샴페인 ""
130,000원; 보쌈 한 접시
보쌈 한 접시 (수육 200g)
21,000원; 보쌈순대 한 접시
순대 200g + 수육 100g
18,000원; 보쌈족발 한 접시
수육 100g + 족발 1/3족
28,000원; 원할머니족발
족발(한족)+무김치150g+쌈야채+콩나물국+쌈장+새우젓+마늘+고추
45,000원; 직화 통 낙지볶음
직화 통 낙지볶음
31,000원; 불 족발 직화볶음
불 족발 직화볶음
31,000원; 갑오징어 무침
갑오징어 무침
28,000원; 통 낙지 무침
통 낙지 무침
26,000원; 갑오징어 숙회
갑오징어 숙회
23,000원"
서초보쌈,18367103,"족발,보쌈",서울 서초구 서초대로 341 경복빌딩 1층,02-537-6201,,단체 이용 가능,,"금
11:30 - 21:30
16:00 - 17:00 브레이크타임
21:00 라스트오더; 토
11:30 - 21:30
16:00 - 17:00 브레이크타임
21:00 라스트오더; 일
11:30 - 21:30
16:00 - 17:00 브레이크타임
21:00 라스트오더; 월
11:30 - 21:30
16:00 - 17:00 브레이크타임
21:00 라스트오더; 화
11:30 - 21:30
16:00 - 17:00 브레이크타임
21:00 라스트오더; 수
11:30 - 21:30
16:00 - 17:00 브레이크타임
21:00 라스트오더; 목
11:30 - 21:30
16:00 - 17:00 브레이크타임
21:00 라스트오더","서초보쌈 소
대표
39,000원; 서초보쌈 중
55,000원; 보쌈정식
17,000원; 한우육개장
12,000원; 막국수
13,000원; 굴전(계절메뉴)
35,000원; 한우 찜만두
19,000원; 생굴(계절메뉴)
30,000원; 왕족발
49,000원; 쟁반국수
27,000원; 해물파전
25,000원; 녹두전
25,000원"
더맛있는족발보쌈 선릉본점,1541565368,"족발,보쌈",서울 강남구 삼성로85길 42 105호 1층 더맛있는족발보쌈 선릉본점,0507-1345-7851,,"무선 인터넷, 남/녀 화장실 구분, 단체 이용 가능, 배달, 예약, 포장, 주차",,"토
12:00 - 24:00; 일
12:00 - 24:00; 월
11:00 - 24:00; 화
11:00 - 24:00; 수
11:00 - 24:00; 목
11:00 - 24:00; 금
11:00 - 24:00","족발+불족(대)
47,000원; 족발+불족(특대)
52,000원; 족발+불족(중)
42,000원; 직화불족(중)
40,000원; 직화불족(특대)
50,000원; 족발(중)
40,000원; 직화불족(대)
45,000원; 족발(소)
35,000원; 직화불족(소)
35,000원; 모듬족발세트(중)
족발+직화불족+직화마늘족
55,000원; 직화마늘족(대)
46,000원; 직화마늘족(특대)
51,000원; 직화마늘족(소)
36,000원; 족발(대)
45,000원; 직화마늘족(중)
41,000원; 족발(특대)
50,000원; 냉채족발(중)
42,000원; 모듬족발세트(대)
족발+직화불족+직화마늘족
65,000원; 냉채족발(대)
47,000원; 마늘보쌈(대)
47,000원; 마늘보쌈(중)
42,000원; 마늘보쌈(소)
37,000원; 굴보쌈(중)
49,000원; 굴보쌈(대)
54,000원; 굴보쌈(소)
44,000원; 보쌈(소)
35,000원; 족.보세트(특대)
족발+보쌈
78,000원; 보쌈(대)
45,000원; 족.보세트(대)
족발+보쌈
68,000원; 보쌈(중)
40,000원; 족.보세트(중)
족발+보쌈
58,000원; 족.보세트(소)
족발+보쌈
48,000원; 계란찜
4,000원; 순두부찌개
5,000원; 날치알 주먹밥
4,000원; 막국수
5,000원; 주먹밥+계란찜
7,000원; 공기밥
1,000원"
서리풀식당,1740136440,"족발,보쌈",서울 서초구 서초대로50길 39 1층,0507-1391-6692,,"단체 이용 가능, 예약, 남/녀 화장실 구분, 포장",,"금
11:00 - 23:00; 토
11:00 - 23:00; 일
11:00 - 23:00; 월
11:00 - 23:00; 화
11:00 - 23:00; 수
11:00 - 23:00; 목
11:00 - 23:00","보쌈 大 (4人)
대표
최상급 삼겹살, 앞다리살, 항정살을 삶아낸 육즙 가득한 따뜻한 보쌈
49,000원; [점심특선] 솥밥정식 (2人 이상)
대표
솥밥 정식 메뉴는 통돼지 김치찌개, 한돈 제육볶음, 한우 된장전골 중 선택하실 수 있습니다
12,000원; [점심특선] 막국수(물·비빔·들기름)
대표
12,000원; 보쌈 中 (3人)
최상급 삼겹살, 앞다리살, 항정살을 삶아낸 육즙 가득한 따뜻한 보쌈
43,000원; 보쌈 小 (2人)
최상급 삼겹살, 앞다리살, 항정살을 삶아낸 육즙 가득한 따뜻한 보쌈
38,000원; [점심특선] 막국수정식
물·비빔·들기름막국수 중 선택 가능합니다
17,000원; [점심특선] 막국수정식 (코다리)
18,000원; [점심특선] 코다리막국수
13,000원; [점심특선] 곁들임보쌈
22,000원; 대합얼큰수제비
20,000원; 해물파전
20,000원; 감자전
16,000원; 쟁반막국수
16,000원; 후식 막국수(물·비빔·들기름)
9,000원; 후식 막국수 (코다리)
10,000원"
