name,store_id,category,address,tel,options,mapx,mapy,비고
써니테르,1482175039,샌드위치,서울 강남구 테헤란로19길 15 1층,0507-1359-8124,,127.0333231,37.5010553,
카페샌드플래닛,1766902656,샌드위치,서울 강남구 언주로103길 27,02-563-0006,,127.0378562,37.5062185,
써브웨이 봉은사역점,1230848685,샌드위치,서울 강남구 봉은사로 627,02-545-5729,식약처 인증 위생등급 좋음 음식점,127.0640037,37.5151329,
치폴라 강남점,1292834895,샌드위치,서울 강남구 봉은사로29길 35,02-545-0208,,127.0335785,37.5095993,
소금집델리 센터필드점,1672512567,샌드위치,서울 강남구 테헤란로 231 센터필드 EAST 2층 E208호,02-6985-7216,,127.0414621,37.5033701,
써브웨이 코리아,13468141,샌드위치,서울 서초구 강남대로 535 프린스빌딩,02-797-5036,,127.0215676,37.5095859,
그린위치,37426877,샌드위치,서울 서초구 서초대로48길 91,0507-1403-3667,,127.0124303,37.4888653,
써브웨이 양재역점,1300137560,샌드위치,서울 서초구 남부순환로 2606 1층 103호,0507-1337-5227,식약처 인증 위생등급 매우우수 음식점,127.0358674,37.4845619,
써브웨이 신논현점,1677347249,샌드위치,서울 서초구 강남대로 499,02-544-1014,,127.0230917,37.5065934,
에그드랍 강남점,1023881187,샌드위치,서울 서초구 강남대로55길 24 1층,0507-1469-8834,,127.0256118,37.4955887,
써브웨이 서초법원점,1898024874,샌드위치,서울 서초구 법원로1길 1 서호빌딩,02-595-1718,,127.0105743,37.4933584,
죠샌드위치 교대역점,11686796,샌드위치,서울 서초구 사임당로17길 101 1층,0507-2093-7340,,127.0183684,37.4930673,
써브웨이 논현역점,36314519,샌드위치,서울 서초구 강남대로 535 프린스빌딩,02-512-1014,식약처 인증 위생등급 매우우수 음식점,127.0216895,37.5095844,
에그드랍 양재역점,1567180996,샌드위치,서울 강남구 남부순환로 2609 1층,070-7791-2615,,127.0352291,37.4849334,
써브웨이 역삼점,38507982,샌드위치,서울 강남구 테헤란로25길 20 역삼현대벤쳐텔 1층,02-501-1554,,127.0355095,37.5016288,
심플레서피,1947053299,샌드위치,서울 서초구 서초대로 357 1층 105호,070-4115-1050,,127.0204308,37.4962405,
압구정샌드위치 서초직영점,1760028400,샌드위치,서울 서초구 서초중앙로22길 108 1층 101호,0507-1477-1536,,127.0198359,37.4943873,
OMG 치킨앤샐러드 대치점,1314025358,"치킨,닭강정",서울 강남구 도곡로78길 6,,,127.0589883,37.497813,
에이비카페,1098819515,카페,서울 강남구 강남대로102길 32,02-566-2052,,127.0278949,37.5029431,
카페 커먼띵스,37997082,카페,서울 서초구 남부순환로339길 25,02-6083-0225,,127.0223026,37.4841825,
에이블:에블씽,30926913,카페,서울 강남구 봉은사로37길 41 . 1층,02-3445-7335,,127.0353053,37.5106966,
스템커피 코엑스점,1212375588,카페,서울 강남구 영동대로 513 메가박스 지하2층,070-4880-2781,,127.0594275,37.5116621,
레뽀드라라 강남점,1317157725,카페,서울 강남구 테헤란로7길 22 2관 101호,0507-1352-3177,,127.0306576,37.5003173,
팀홀튼 선릉역점,1922470330,카페,서울 강남구 테헤란로 408 1층,070-7450-1002,식약처 인증 위생등급 매우우수 음식점,127.0503179,37.5045883,
미니말레 뢰스터리&커피바 서초교대점,1371633165,카페,서울 서초구 반포대로30길 70 1층,02-588-7963,,127.0123429,37.4924368,
더치앤빈 삼성본점,1270773370,카페,"서울 강남구 테헤란로114길 20 102호, 103호",070-7789-8980,,127.0668073,37.5084219,
이디야커피랩,12107143,카페,서울 강남구 논현로 636 이디야빌딩,02-545-6467,소방청 인증 안전관리 우수업소,127.0328569,37.5104275,
아리스타커피 역삼초교점,20631126,카페,서울 강남구 강남대로66길 7 103호,0507-1429-1411,,127.031514,37.4918671,
오르빈,1039608726,카페,서울 서초구 서초대로56길 18 1층,0507-1317-7351,,127.0170983,37.4937139,
아티제 서초점,13064319,카페,서울 서초구 서초대로64길 76-21 삼성레포츠센타,02-582-5445,,127.0217004,37.4917485,
카페아에 강남점,1113918670,카페,서울 강남구 논현로98길 34 1층,0507-2093-9800,,127.0382829,37.5044448,
엔트런스,1500419851,카페,서울 서초구 사임당로19길 72-3,0507-1325-0727,,127.0190354,37.4924472,
카페 놀다,1745256793,카페,서울 강남구 도곡로 143 2층,02-565-1916,,127.0354927,37.4909767,
이하나커피 교대점,1114263639,카페,서울 서초구 서초중앙로 110 롯데캐슬메디치 1층,070-4113-4300,,127.0147116,37.4914663,
삼정호텔 마리스,37402254,카페,서울 강남구 봉은사로 150 1층,02-6916-0241,,127.031328,37.5058352,
아디스아바바,13507086,카페,서울 서초구 서초중앙로22길 67,0507-1421-3766,,127.0175524,37.4939542,
읍천리382 대치점,1814442435,카페,서울 강남구 도곡로 458 1층 101호,0507-1388-3820,,127.0604356,37.4984844,
역삼동 더까페,19997982,카페,서울 강남구 강남대로110길 86 1층,0507-1313-4933,,127.0315539,37.5030189,
알베르,34016603,카페,서울 강남구 강남대로102길 34,02-566-6181,,127.0281051,37.503022,
보헤미안,1635740361,카페,"서울 강남구 봉은사로 174 지상1층 101호(역삼동, 역삼 노블 루체(언주역))",0507-1335-9863,,127.033149,37.5068173,
퐁치커피익스프레스 논현점,1982008103,카페,서울 강남구 강남대로128길 79 1층 퐁치커피 논현점,070-8899-1791,,127.0278667,37.5124945,
브라운홀릭,20561475,카페,서울 강남구 강남대로98길 25,02-555-5978,,127.0286912,37.5010465,
502세컨즈카페 강남점,427712675,카페,서울 강남구 학동로20길 32,070-4465-7998,,127.0280379,37.5113691,
테라로사 포스코센터점,1542149931,카페,서울 강남구 테헤란로 440 포스코센터 1층,1668-2764,소방청 인증 안전관리 우수업소,127.0560829,37.5060634,
콩카페 강남구청역점,1196328617,카페,서울 강남구 선릉로131길 11 1층 102호,0507-1468-0716,,127.0398629,37.5174053,
에슬로우 강남역삼성타운점,1186606414,카페,서울 서초구 서초대로74길 23 서초타운트라팰리스 1층 110호 에슬로우,0507-0289-5546,,127.02694,37.4957569,
카페쁠레노,1622585519,카페,서울 강남구 선릉로 724 2층,02-512-0804,,127.0407266,37.5192995,
에이에스커피,1254692741,카페,서울 강남구 선릉로 424 1동 1층 1호,02-2052-2023,,127.0499732,37.5029396,
1209,1218442140,카페,서울 강남구 언주로 709 1층 CAFE_1209,0507-1413-1211,,127.0350226,37.5166664,
아리스타커피 삼성본점,38257708,카페,서울 강남구 테헤란로108길 22 서경빌딩1층 아리스타커피,02-3287-1588,,127.065984,37.508061,
그랜드 인터컨티넨탈 서울 파르나스 로비 라운지 & 바,11861437,카페,서울 강남구 테헤란로 521 1층,02-559-7603,,127.0607635,37.5089848,
카페 카푸치노,38276387,카페,서울 강남구 봉은사로 155 1F,02-2038-9616,,127.0314964,37.5069001,
제이콥스라운지,1866434999,카페,서울 강남구 논현로 660 고려은단 사옥 1층,0507-1336-8247,,127.0315971,37.5129704,
카페드아마폴라 강남점,38276395,카페,서울 강남구 봉은사로 230 봉암빌딩,02-567-8900,,127.0374579,37.5081479,
뉴욕러브베이글 강남본점,1507083204,카페,서울 강남구 봉은사로2길 31 W빌딩 1층,0507-1394-9055,,127.026386,37.5026122,
아리스타커피 강남점,1388767890,카페,서울 강남구 테헤란로4길 6 지하1층 B113호,02-3288-8886,,127.029341,37.4976709,
cafe imt 강남서초타운점,34786845,카페,서울 서초구 서운로 138 동아타워 1층,02-586-1201,,127.0254165,37.4962021,
아리스타커피 역삼점,1164023168,카페,서울 강남구 테헤란로21길 5 이너스타워 1층,02-564-1577,,127.0343875,37.5006707,
더테이블,20080142,카페,서울 강남구 강남대로132길 12,02-540-7773,,127.022335,37.5122886,
SOS커피 역삼점,21805620,카페,서울 강남구 논현로66길 9 1층,02-567-7307,,127.0410831,37.4942164,
메리크리스마스,21361975,카페,서울 서초구 강남대로83길 58 1층 메리크리스마스 커피숍,02-512-9333,,127.0209149,37.5049564,
팀홀튼 신논현역점,1790202634,카페,서울 강남구 강남대로 476 1층 팀홀튼 신논현역점,070-7450-1001,식약처 인증 위생등급 매우우수 음식점,127.0247878,37.5049325,
아펜즈커피 서초교대점,1024613014,카페,"서울 서초구 서초중앙로 119 1, 2층 아펜즈 커피",02-587-8405,,127.0136978,37.492466,
누메아커피바,765250436,카페,서울 강남구 봉은사로73길 47,070-4250-2623,,127.0495424,37.5154033,
엘빈,30938371,카페,서울 강남구 테헤란로22길 9 아름다운빌딩 1층,02-568-8181,,127.035251,37.4993217,
플로우나인 삼성점,1357597916,카페,서울 강남구 테헤란로79길 6 제이에스타워 1층 카페 플로우나인,0507-1470-0185,,127.05599,37.5074233,
달리는커피 강남논현점,1168060827,카페,서울 강남구 학동로20길 67,02-512-0310,,127.0265779,37.5095369,
베통 역삼 센트럴키친,1275470400,카페,서울 강남구 테헤란로44길 8,02-556-2111,,127.0445456,37.5023174,
메이린,20747147,카페,서울 강남구 개포로 512 개포종합상가,02-3412-7059,,127.0689773,37.4893663,
페르에피스,13573782,카페,서울 강남구 언주로30길 10 현대비젼21,0507-1359-2037,,127.0516054,37.4874985,
에이그레이트카페 도심공항터미널점,37704019,카페,서울 강남구 테헤란로87길 36,070-4152-5738,,127.0585643,37.5104673,
임피리얼팰리스서울 카페 델마르,33879607,카페,서울 강남구 언주로 640 1층,0507-1360-8123,,127.0359035,37.5139973,
콜렉티보 강남파이낸스센터점,1350835707,카페,"서울 강남구 테헤란로 152 강남파이낸스센터 1층, 콜렉티보 커피&베이커리",02-567-5221,,127.0365456,37.5000263,
테라로사 코엑스점,36779618,카페,서울 강남구 영동대로 513 코엑스 1층 남2문 옆,1668-2764,,127.060161,37.5107606,
앤드커피,258583595,카페,서울 강남구 역삼로9길 24,02-552-6022,,127.0339,37.4956428,
샐러드스탑 역삼본점,1957091906,"카페,디저트",서울 강남구 논현로106길 31 현빌딩 1층. 103호,070-7782-7808,,127.0368772,37.506728,
정자매카페,1095426901,"카페,디저트",서울 강남구 영동대로112길 61 1층,0507-1344-4781,,127.0652646,37.5159639,
트래버틴 세그먼트,1984700835,"카페,디저트",서울 강남구 테헤란로 517 현대백화점 무역센터 7층,02-3467-6783,,127.0596883,37.5087481,
슬로우도산,1022063636,"카페,디저트",서울 강남구 도산대로 208 지하1층 4호,0507-1435-3999,,127.029391,37.5197179,
커피진심베이커리 대치본점,1897670703,"카페,디저트",서울 강남구 테헤란로114길 20 지하1층 B102호,0503-5260-8029,,127.0667903,37.5083697,
카페 쫀득,1239510032,"카페,디저트",서울 강남구 선릉로107길 25 1층,0507-1374-0264,,127.042143,37.5088552,
베르체 도심공항터미널점,1600111035,"카페,디저트",서울 강남구 테헤란로87길 22 지하1층 Q105호,02-551-8866,,127.0595339,37.5096451,
글라스커피,13578430,"카페,디저트",서울 강남구 테헤란로 534 글라스타워,0507-1422-3020,,127.062361,37.5082235,
포스톤즈 삼성본점,1437513434,"카페,디저트",서울 강남구 테헤란로103길 5 포스톤즈커피로스터스,02-568-7778,,127.0641123,37.5098375,
빅피처커피,1641658954,"카페,디저트",서울 강남구 테헤란로 501 지상1층,0507-2093-5352,,127.0569266,37.5075201,
포카코,1219814104,"카페,디저트",서울 강남구 영동대로 510 1층 101호,010-2352-9606,,127.0628443,37.5104636,
브루주아,1625925593,"카페,디저트",서울 강남구 논현로132길 40 1층,0507-1401-1236,,127.0337229,37.5155321,
카페 스내킹 & 과육점,1021936412,"카페,디저트",서울 강남구 봉은사로 439 1층,02-6207-0770,,127.0478547,37.5116838,
베이커스트 브라운,1659730937,"카페,디저트","서울 강남구 강남대로102길 21 지하1, 지상1~3층",02-558-6991,,127.0272434,37.5025035,
예꼬랑샌드위치,1050160634,"카페,디저트","서울 강남구 도곡로 511 , 1층",010-8885-3045,,127.0623391,37.4995975,
노보텔 앰배서더 서울 강남 로비라운지,37402205,"카페,디저트",서울 강남구 봉은사로 130 로비층,02-531-6611,,127.0290189,37.5053621,
카페 호두,1493746859,"카페,디저트",서울 강남구 봉은사로16길 36 1층,010-9886-3563,,127.0286135,37.5042661,
인포메이션카페,1181538645,"카페,디저트",서울 강남구 역삼로 121 1층,0507-1386-2046,,127.0326772,37.4940797,
말랑커피,1429330719,"카페,디저트",서울 강남구 강남대로114길 41 1층,02-541-1346,,127.0273794,37.5066447,
파브360,507854528,"카페,디저트",서울 서초구 사평대로52길 12 1층 & 지하,02-3481-0326,,127.0224811,37.5025183,
fyi,1791581585,"카페,디저트",서울 강남구 역삼로 180 1층 fyi,0507-1486-1384,,127.0387865,37.4955499,
바나프레소 강남효성점,1672229499,"카페,디저트",서울 강남구 강남대로84길 15 1층 107호,070-8998-8963,,127.0299911,37.49689,
리하베스트,1676946401,"카페,디저트",서울 강남구 역삼로 220 1층,0507-1483-0936,,127.0412155,37.4964743,
플러스82커피 강남논현점,1858186204,"카페,디저트",서울 강남구 강남대로124길 48 1층,02-6348-2626,,127.0261543,37.5099224,
탠저린 논현,1973201733,"카페,디저트",서울 강남구 강남대로132길 59 1층,0507-1422-6789,,127.0259429,37.5134191,
퍼햅스,1059987849,"카페,디저트",서울 강남구 논현로86길 27 1층 퍼햅스,0507-1439-6546,,127.0397065,37.5004654,
카페유유히,1260144447,"카페,디저트",서울 강남구 강남대로126길 25 1층 102호 카페,0507-1361-0745,,127.0244847,37.509882,
핑크래빗프레첼하우스,1132268710,"카페,디저트",서울 강남구 강남대로126길 24 1층,0507-1384-5035,,127.0244819,37.5096429,
피그커피 교대점,1413132219,"카페,디저트",서울 서초구 사임당로17길 123 1층,0507-1360-0350,,127.0193923,37.4936523,
오히커피,1420129178,"카페,디저트",서울 강남구 도곡로25길 31 1층 오히커피,02-558-8172,,127.0406913,37.4947422,"매달 2, 4번째 일요일 정기휴무"
그릭박스 도곡양재점,1793794758,"카페,디저트",서울 강남구 남부순환로351길 14 102호 그릭박스 도곡양재점,0507-1307-5660,,127.0345596,37.4857099,
아하오호,1266928330,"카페,디저트",서울 강남구 논현로 520 1층,010-6497-0304,,127.0361977,37.5029929,
삼삼공데이,1042395307,"카페,디저트",서울 강남구 논현로 507 성지하이츠3차 B1 6호,0507-1362-1528,,127.0361911,37.5015858,
댕크,1389673552,"카페,디저트",서울 서초구 사평대로57길 96 1층 댕크,0507-1421-7220,,127.0219609,37.5084424,
카페고고스 서초점,1140019627,"카페,디저트",서울 서초구 효령로 356 1층,0507-1419-3339,,127.0234271,37.4865526,
요거티 강남점,1200230616,"카페,디저트",서울 강남구 도곡로13길 5 1층,02-2135-1833,식약처 인증 위생등급 좋음 음식점,127.0365112,37.491569,
하이테이블 차병원사거리점,1463662566,"카페,디저트","서울 강남구 논현로 604 태성빌딩 지상1, 2층",0507-1420-8926,,127.0339982,37.5076524,
원퍼밀커피 신논현본점,1922182440,"카페,디저트",서울 강남구 강남대로106길 7 1층,070-8844-1591,,127.0262415,37.5029236,
공간 쿠키&디저트 카페,1724518233,"카페,디저트",서울 강남구 봉은사로44길 31 지상1층 (헬스장 위층),,,127.0409068,37.507277,
스템커피 강남점,1291789677,"카페,디저트",서울 서초구 서초대로77길 5 1~2층,02-536-7799,,127.026488,37.4983733,
라 테라스,1539601387,"카페,디저트",서울 강남구 언주로 604 상가 1층 106호,0507-1479-1011,,127.038242,37.5093389,
프라텔리,1541598703,"카페,디저트",서울 강남구 봉은사로4길 31,0507-1449-0346,,127.026907,37.5028267,
베어글스 역삼,1387097754,"카페,디저트",서울 강남구 논현로85길 52 . 1층 104호,0507-1385-4787,,127.0336933,37.4980958,
보노,1123367577,"카페,디저트",서울 강남구 강남대로96길 22 1층,0507-1354-7202,,127.0288216,37.4999607,
오레,1841724739,"카페,디저트",서울 강남구 강남대로124길 29 1층 104호,0507-1305-2135,,127.0251623,37.5093199,
베어글스 논현,1010288654,"카페,디저트",서울 강남구 강남대로118길 63 101호,0507-1309-4321,,127.0279815,37.5073226,
에이튠커피,1221561975,"카페,디저트",서울 강남구 테헤란로28길 42 CL빌딩 1층,0507-1303-6467,,127.0395884,37.4982934,
카페드변화,1067483862,"카페,디저트",서울 강남구 강남대로120길 76 1층,0507-1342-5209,,127.029517,37.507338,
오브제그린,1019157507,"카페,디저트",서울 강남구 논현로95길 9 1층,0507-1449-0481,식약처 인증 위생등급 매우우수 음식점,127.0351836,37.5022504,
포코너스,1564414680,"카페,디저트",서울 강남구 도곡로 203 1층,0507-1445-2684,,127.0410119,37.4927312,
바나프레소 강남점,1084044444,"카페,디저트",서울 강남구 테헤란로4길 46 쌍용플래티넘 1층,070-8998-8922,,127.0302381,37.4950995,
카페 드빈,35168541,"카페,디저트",서울 서초구 서초대로74길 49 103호,0507-1856-7523,,127.0279874,37.4934398,
달꽃다방 서초점,1134444910,"카페,디저트",서울 서초구 서운로 40 1층,0507-1308-9446,,127.0288696,37.4875892,
라헬의부엌 논현점,1292095735,"카페,디저트",서울 강남구 강남대로124길 39 1층 104호,0507-1468-7934,,127.0256295,37.5096862,
더반스카페,1298652863,"카페,디저트",서울 강남구 봉은사로29길 12 1층,0507-1432-9395,,127.0346514,37.5085697,
클로리스 역삼 GFC점,20601467,"카페,디저트",서울 강남구 테헤란로 152 강남파이낸스센터 지하1층,02-553-7523,,127.0364871,37.5000141,
프릳츠 양재점,460950912,"카페,디저트",서울 서초구 강남대로37길 24-11,02-521-4148,,127.0322383,37.4853569,
카페3,1374020355,"카페,디저트",서울 서초구 남부순환로 2583 서희타워 1층카페3,0507-1403-6356,,127.0330185,37.484703,
마우어 베를린,1673925608,"카페,디저트",서울 강남구 봉은사로 315 1층~2층,0507-1300-6051,,127.0414414,37.5098717,
쿠오레에스프레소,38677120,"카페,디저트",서울 서초구 강남대로 275 강남 MAIN TOWER 1층 101호,070-7750-9230,"농림축산식품부 제공
안심식당",127.0320226,37.4879689,
바이몽트,1827914185,"카페,디저트",서울 강남구 논현로 319 1층 바이몽트,0507-1432-9688,,127.039955,37.4938105,
올리버브라운 신논현점,1369818556,"카페,디저트",서울 강남구 봉은사로1길 4 1층,02-2138-1347,,127.0253461,37.5051312,
8번가카페,1812377273,"카페,디저트",서울 강남구 봉은사로 176 1층 8번가카페,02-566-2336,,127.0333182,37.5068399,
N237 카페 앤 베이커리,37272572,"카페,디저트",서울 강남구 언주로113길 7 101호,02-546-0237,,127.0367363,37.5093135,
사운즈커피 프리미어 강남,1851592297,"카페,디저트","서울 강남구 강남대로 358 지상1층 103호, 104호",0507-1432-5625,,127.0299866,37.4950074,
윈스커피,1372135556,"카페,디저트",서울 강남구 테헤란로83길 18 1층,070-8863-0763,,127.0576622,37.5086385,
가유카페 강남점,1530297955,"카페,디저트",서울 강남구 논현로102길 12 b102호,0507-1366-0966,,127.0360989,37.5048966,
카페일리터 강남점,1912432723,"카페,디저트",서울 강남구 봉은사로34길 28 102호 오늘도 카페일리터,0507-2093-8868,,127.0373253,37.5064871,
브루라운지,1904218867,"카페,디저트",서울 강남구 언주로98길 36 1층 101호,0507-1329-5334,,127.0446609,37.5045214,
카페담,36998621,"카페,디저트",서울 강남구 봉은사로78길 12 102호 카페담,0507-1405-5027,,127.0528363,37.5120035,
더치즈샵 강남구청점,1381250248,"카페,디저트",서울 강남구 선릉로 660 1층 111호,02-577-0988,,127.0422249,37.5152769,
오하나 강남구청점,1399812533,"카페,디저트",서울 강남구 선릉로 709 102호,0507-1319-0066,,127.0407175,37.5182363,
딜리셔스,1634975651,"카페,디저트",서울 강남구 도곡로 531 1층,0507-1396-3822,,127.0644466,37.5002981,
요커 리저브청담점,1693443773,"카페,디저트",서울 강남구 봉은사로71길 44 1층 101호,0507-1389-1463,,127.0490695,37.5150719,
에이설,1496111957,"카페,디저트","서울 강남구 삼성로58길 33 지하1층, 지상1층(대치동)",02-552-3369,,127.0638699,37.4992644,
어반81,36177969,"카페,디저트",서울 강남구 봉은사로67길 14 101호.,0507-0288-8415,,127.0485635,37.5125886,
쁠로청담,1962431856,"카페,디저트",서울 강남구 학동로63길 6 1층,0507-1314-8304,,127.0450065,37.5184181,
안녕어서와,35575462,"카페,디저트",서울 강남구 봉은사로63길 7 수목빌딩 1층,02-501-1544,,127.0471181,37.5118241,
카페 레이어&베이커리,1683782400,"카페,디저트",서울 강남구 삼성로75길 40 세종빌딩 1~2층,02-555-6660,,127.0549182,37.5027311,
본 카페 앤 팬케이크,1068361462,"카페,디저트",서울 강남구 선릉로62길 27-3 1층,02-564-1213,,127.0547296,37.4979733,
제이스커피나인 학동점,37230169,"카페,디저트",서울 강남구 학동로 171,0507-1408-9873,,127.0298285,37.514004,
루이스카페,1131112482,"카페,디저트",서울 강남구 학동로53길 3-10 2층,0507-1326-8317,,127.0395208,37.517175,
아이엠,1879270450,"카페,디저트",서울 강남구 강남대로48길 25 비스킷건물 1층,0507-1308-5032,,127.0351126,37.48747,
샌드앤케이크,1482654743,"카페,디저트",서울 강남구 테헤란로 443 1층 애플트리타워,0507-0289-5185,,127.0556066,37.5069252,
스테이 슬로우 커피,1166432388,"카페,디저트",서울 강남구 삼성로103길 17 지상1층 101호 스테이 슬로우 커피,0507-0288-9896,,127.0532758,37.5100565,
포피엠커피,1528161904,"카페,디저트",서울 강남구 삼성로133길 12 청수빌딩 1층,0507-1472-7076,,127.0486144,37.5195648,
카페 더하리,1410535636,"카페,디저트",서울 강남구 영동대로 330 1층,0507-0288-9955,,127.066326,37.5042102,
오더에스프레소,63294210,"카페,디저트",서울 강남구 봉은사로82길 27 1층. 지1층,0507-1415-2531,,127.0554685,37.5114779,
파크드라이브,1043426688,"카페,디저트",서울 강남구 언주로69길 16 1층 101-1호,0507-0288-8813,,127.0439497,37.4963578,
카페버니베어,1197971184,"카페,디저트",서울 강남구 삼성로63길 13 1층,0503-5260-6410,,127.0590825,37.4997043,
더브라운 롯데백화점 강남점,1506658390,"카페,디저트",서울 강남구 도곡로 401 2층,02-531-2370,,127.0531812,37.4970039,
마이스낵,1752192579,"카페,디저트",서울 서초구 서초중앙로12길 38 103호 마이스낵,0507-1319-4020,,127.0170783,37.4879751,
올어바웃카페 상록회관점,930819201,"카페,디저트",서울 강남구 언주로 508 공무원연금공단,0507-1427-3459,,127.0426805,37.5039035,
커피브루어,21889284,"카페,디저트",서울 강남구 남부순환로391길 15,0507-1345-7587,,127.0571637,37.4927616,
라젠커피,1519851582,"카페,디저트",서울 강남구 언주로 615 1층 B128호,0507-2093-2105,,127.0358273,37.510295,
카페 레꼴뜨,1927057544,"카페,디저트",서울 강남구 봉은사로50길 10 1층,070-7777-7675,,127.042613,37.5091336,
테이퍼드커피,1074465976,"카페,디저트","서울 강남구 선릉로 622 지상1층(삼성동, 대영빌딩)",02-544-0719,,127.0433891,37.5121465,
옵션스페셜티커피 삼성타운점,1722180311,"카페,디저트",서울 서초구 서초대로74길 23 1층 105호,0507-1856-7853,,127.0272067,37.4957199,
카페어웨이,1266762914,"카페,디저트",서울 서초구 서초대로 396 지하1층,0507-1378-1290,,127.0247765,37.4965695,
클라우드 나인 카페,1868609452,"카페,디저트",서울 강남구 역삼로17길 57,,,127.0361362,37.4985545,
파인24,1094524594,"카페,디저트",서울 강남구 학동로6길 50 1층 101호,0507-1483-4570,,127.0263985,37.5092324,
오더커피,1785938551,"카페,디저트",서울 강남구 논현로 412 1층 107호,0507-2093-9920,,127.0390436,37.4969674,
아하브(ahab)서초점,474640843,"카페,디저트",서울 서초구 고무래로 90-7 서초쇼핑센터 1층,02-3477-6648,,127.017456,37.4999499,
오디너리핏 역삼,1758593803,"카페,디저트",서울 강남구 역삼로 180 1층,,,127.0388737,37.4954617,
PCM CAFE,1133616631,"카페,디저트",서울 강남구 선릉로132길 27 1층 PCM CAFE,0507-1344-4198,,127.0434742,37.5185136,
유캔두잇 강남논현점,1476664055,"카페,디저트",서울 강남구 학동로12길 39 1층 102호,0507-1856-7702,,127.0273729,37.5102783,
휴가,1900462991,"카페,디저트",서울 강남구 논현로119길 16 우성빌리지뒷담길(지도.유나이티드제약찍고오세요),02-3444-2022,,127.0304478,37.5103131,
스카프,1259288871,"카페,디저트","서울 서초구 사평대로56길 7 서초한일유앤아이주상복합 1층 115호, 117호, 118호",0507-1386-5007,,127.0237387,37.5031687,
공미학 서초교대점,1966463697,"카페,디저트",서울 서초구 서초대로48길 101 그룹메가타워 1F,0507-1355-9028,,127.012415,37.4887001,
로젯,1437217450,"카페,디저트",서울 서초구 서초중앙로22길 108 1층 103호 로젯,02-6949-6808,,127.0197704,37.4944067,
뷰티풀샐러드&도시락,1013890367,"카페,디저트",서울 강남구 테헤란로33길 26 1층,02-511-7253,,127.0390146,37.5034688,
바닐라무드,1720353052,"카페,디저트",서울 서초구 강남대로83길 24 1층 바닐라무드,0507-1398-5222,,127.0220654,37.5060683,
카페인더무드 대치점,1340882296,"카페,디저트",서울 강남구 삼성로81길 25 1층,0507-1483-2442,,127.0556435,37.5040611,
녹지화 카페,1685334615,"카페,디저트",서울 강남구 역삼로 455-6 1층 101호,,,127.0570461,37.5030932,
비건비거닝,1975678801,"카페,디저트",서울 강남구 선릉로85길 6 호텔뉴브 1층 비건비거닝,02-740-5060,,127.049175,37.5029784,
라바게트 역삼점,1956194529,"카페,디저트",서울 강남구 언주로67길 19 103호,010-2994-1246,,127.0440626,37.4955742,
에그서울,1850240841,"카페,디저트",서울 강남구 학동로55길 22,0507-1359-3951,,127.041706,37.5190028,
레이지 요거트,1257167808,"카페,디저트",서울 강남구 역삼로 109 105호,0507-1497-5595,,127.0309673,37.4935928,
미니말레 커피뢰스터 교대법원점,1248761544,"카페,디저트",서울 서초구 서초대로51길 15 1층 미니말레 커피뢰스터 교대법원점,0507-1358-4239,,127.0141016,37.495301,
빌리엔젤 삼성코엑스점,38232423,케이크전문,서울 강남구 영동대로 513 1층 B003호,070-5051-8137,,127.060417,37.5099739,
삼삼뼈국 교대점,1798425717,감자탕,서울 서초구 반포대로28길 50 101호,02-586-1881,,127.0112412,37.4912234,
청솔게르마늄감자탕,35532242,감자탕,서울 서초구 반포대로30길 53 조광빌딩 지하1층,02-585-5872,,127.0114199,37.4924581,
삼식이감자탕,1177078206,감자탕,서울 강남구 역삼로19길 9,02-555-2800,,127.0369715,37.4959235,
청년감자탕 강남역점,1680724540,감자탕,서울 강남구 역삼로7길 17 1층,02-539-8886,,127.0326891,37.495303,
신동궁감자탕 역삼직영점,11832088,감자탕,서울 강남구 테헤란로10길 21 1층 신동궁감자탕뼈숯불구이,02-555-3782,,127.0328327,37.4978882,
신사골감자탕 교대점,1227562809,감자탕,"서울 서초구 사임당로 33 1층 1호(서초동, 홍인빌딩)",0507-1427-4242,,127.0136646,37.4882508,
원조감자탕 일미집 역삼점,1450154270,감자탕,서울 강남구 논현로 409 1층,02-556-5501,,127.038672,37.4965809,
신동궁 감자탕 뼈숯불구이 선릉직영점,18468954,감자탕,서울 강남구 선릉로86길 39 1층 신동궁감자탕 뼈숯불구이,02-558-7944,,127.0529113,37.5040863,
남다른감자탕 삼성역점,1214735312,감자탕,서울 강남구 테헤란로92길 13 1층,02-539-2110,,127.0613612,37.5071086,
삼식이감자탕뼈해장국 교대점,1665277743,감자탕,서울 서초구 서초대로46길 80 1층 삼식이감자탕뼈해장국,0507-1353-5002,,127.0124958,37.4898831,
신사골감자탕 삼성점,1717038170,감자탕,서울 강남구 삼성로104길 8,02-553-5252,,127.055325,37.5107422,
원조해장촌 뼈구이한판 감자탕 선릉역점,1476392342,감자탕,서울 강남구 선릉로86길 28 지상2층,0507-1407-9915,,127.0520712,37.5036221,
무화잠,18783735,게요리,서울 강남구 강남대로 292,0507-1440-7880,,127.0321545,37.4892793,
프로간장게장 삼성점,20819762,게요리,서울 강남구 테헤란로83길 53,02-544-4126,,127.056354,37.510893,
크래버대게나라 강남점,33408380,게요리,서울 강남구 언주로 620,02-547-7998,,127.0363587,37.5114996,
